ID,出生到配種成功,配種到成功,配種到分娩,分娩到斷乳,胎次,母耳號,父耳號,品種,出生日期
2|66|76|10822|4,994.0,0.0,-33.0,28.0,6.0,,,LY,2014-01-12
2|66|76|10826|4,758.0,25.0,-66.0,28.0,4.0,,,LY,2014-01-12
2|66|76|10828|4,1082.0,0.0,-32.0,28.0,6.0,,,LY,2014-01-12
2|66|76|10834|2,1494.0,0.0,117.0,28.0,9.0,,,YL,2012-06-23
2|66|76|10848|5,428.0,0.0,-34.0,28.0,2.0,,,LY,2015-09-27
2|66|76|10852|2,1644.0,0.0,-32.0,28.0,10.0,,,LY,2012-06-25
2|66|76|10862|2,1623.0,0.0,-35.0,28.0,9.0,,,LY,2012-06-25
2|66|76|10862|4,962.0,0.0,118.0,28.0,5.0,,,YL,2014-01-13
2|66|76|10862|6,,,,,0.0,,,LY,2016-04-06
2|66|76|10878|4,939.0,0.0,-35.0,28.0,4.0,,,LY,2014-04-10
2|66|76|10882|2,1412.0,0.0,-39.0,28.0,7.0,,,LY,2012-06-25
2|66|76|10882|4,1042.0,0.0,-35.0,28.0,5.0,,,LY,2014-01-13
2|66|76|10910|6,,,,,0.0,,,LY,2016-04-09
2|66|76|10944|3,1302.0,0.0,-34.0,28.0,8.0,,,LY,2013-04-01
2|66|76|10952|2,1446.0,0.0,119.0,28.0,8.0,,,LY,2012-06-25
2|66|76|10952|5,421.0,0.0,117.0,28.0,2.0,,,LY,2015-07-08
2|66|76|10954|5,474.0,0.0,-39.0,28.0,2.0,,,LY,2015-07-08
2|66|76|10956|5,431.0,0.0,117.0,-123.0,2.0,,,LY,2015-07-08
2|66|76|10958|5,461.0,26.0,-63.0,28.0,2.0,,,LY,2015-07-08
2|66|76|10984|1,1579.0,0.0,119.0,28.0,9.0,,,LY,2011-06-09
2|66|76|10984|2,1617.0,0.0,-33.0,28.0,9.0,,,LY,2012-06-28
2|66|76|10992|3,1345.0,0.0,-48.0,28.0,8.0,,,LY,2013-03-31
2|66|76|10996|3,813.0,0.0,-36.0,28.0,4.0,,,LY,2013-12-20
2|66|76|10998|3,583.0,29.0,120.0,28.0,3.0,,,LY,2013-12-22
2|66|76|11002|5,563.0,238.0,,,1.0,,,LY,2015-07-08
2|66|76|11004|5,344.0,85.0,,,1.0,,,LY,2015-07-08
2|66|76|11006|5,428.0,0.0,117.0,28.0,2.0,,,LY,2015-07-08
2|66|76|11022|3,1323.0,0.0,-29.0,28.0,8.0,,,LY,2013-04-02
2|66|76|11036|2,1506.0,0.0,118.0,28.0,9.0,,,LY,2012-06-28
2|66|76|11104|5,381.0,87.0,,,1.0,,,LY,2015-07-11
2|66|76|11110|3,1328.0,0.0,-34.0,28.0,8.0,,,LY,2013-04-06
2|66|76|11132|5,474.0,0.0,-34.0,28.0,2.0,,,LY,2015-07-19
2|66|76|11134|1,1630.0,0.0,117.0,28.0,10.0,,,LY,2011-06-10
2|66|76|11190|6,290.0,0.0,,,1.0,,,YL,2016-04-12
2|66|76|11194|4,1011.0,0.0,-31.0,28.0,6.0,,,LY,2014-01-22
2|66|76|11224|2,1475.0,0.0,121.0,28.0,8.0,,,YL,2012-07-01
2|66|76|11224|4,983.0,0.0,120.0,-126.0,6.0,,,YL,2014-01-24
2|66|76|11228|4,823.0,0.0,104.0,0.0,4.0,,,YL,2014-01-24
2|66|76|11236|5,554.0,0.0,-39.0,28.0,3.0,,,L,2015-07-14
2|66|76|11246|5,509.0,0.0,-61.0,28.0,2.0,,,LY,2015-07-14
2|66|76|11262|2,1572.0,0.0,-33.0,28.0,8.0,,,YL,2012-07-01
2|66|76|11264|2,1586.0,0.0,-31.0,28.0,9.0,,,YL,2012-07-01
2|66|76|11276|2,1370.0,0.0,117.0,28.0,7.0,,,LY,2012-07-01
2|66|76|11312|4,1001.0,0.0,-33.0,28.0,5.0,,,LY,2014-01-26
2|66|76|11318|4,1058.0,0.0,-50.0,28.0,6.0,,,LY,2014-01-26
2|66|76|11396|2,1469.0,0.0,-32.0,28.0,9.0,,,YL,2012-07-03
2|66|76|11434|4,949.0,0.0,117.0,28.0,5.0,,,LY,2014-01-29
2|66|76|11436|4,970.0,0.0,118.0,-138.0,6.0,,,LY,2014-01-29
2|66|76|11438|4,992.0,0.0,-36.0,28.0,6.0,,,LY,2014-01-29
2|66|76|11462|5,431.0,0.0,121.0,-126.0,2.0,,,LY,2015-07-19
2|66|76|11464|5,242.0,0.0,,,1.0,,,LY,2015-07-23
2|66|76|11476|2,1431.0,25.0,-80.0,28.0,8.0,,,LY,2012-07-06
2|66|76|11478|4,938.0,0.0,116.0,-124.0,5.0,,,LY,2014-02-28
2|66|76|11486|2,1252.0,0.0,119.0,28.0,7.0,,,LY,2012-07-06
2|66|76|11534|2,1619.0,0.0,-33.0,28.0,9.0,,,LY,2012-07-13
2|66|76|11534|5,,,,,0.0,,,YL,2015-07-23
2|66|76|11538|5,457.0,0.0,-63.0,28.0,2.0,,,YL,2015-07-23
2|66|76|11566|5,459.0,0.0,-32.0,28.0,2.0,,,LY,2015-07-23
2|66|76|11576|1,1624.0,0.0,-36.0,28.0,9.0,,,L,2011-04-06
2|66|76|11594|5,541.0,0.0,-33.0,28.0,3.0,,,YL,2015-07-23
2|66|76|11612|2,1449.0,0.0,122.0,28.0,9.0,,,LY,2012-07-11
2|66|76|11612|5,442.0,13.0,-52.0,28.0,2.0,,,LY,2015-07-23
2|66|76|11614|5,449.0,0.0,-38.0,28.0,2.0,,,LY,2015-07-23
2|66|76|11618|5,553.0,0.0,-29.0,28.0,3.0,,,LY,2015-07-23
2|66|76|11632|5,260.0,0.0,,,1.0,,,YL,2015-07-29
2|66|76|11660|2,1648.0,0.0,-35.0,28.0,9.0,,,LY,2012-07-13
2|66|76|11662|2,1449.0,0.0,120.0,28.0,9.0,,,LY,2012-07-13
2|66|76|11662|5,540.0,0.0,-37.0,28.0,3.0,,,LY,2015-07-29
2|66|76|11668|2,1564.0,0.0,-38.0,28.0,9.0,,,LY,2012-07-13
2|66|76|11672|3,1341.0,0.0,-29.0,28.0,8.0,,,LY,2013-04-21
2|66|76|11678|2,1223.0,39.0,-82.0,28.0,7.0,,,LY,2012-07-19
2|66|76|11686|2,1471.0,0.0,119.0,28.0,9.0,,,LY,2012-07-30
2|66|76|11690|1,1620.0,0.0,122.0,0.0,8.0,,,L,2011-04-06
2|66|76|11734|4,1016.0,0.0,-44.0,28.0,6.0,,,YL,2014-02-13
2|66|76|11738|2,1500.0,0.0,119.0,28.0,9.0,,,LY,2012-07-13
2|66|76|11806|4,1056.0,0.0,-35.0,28.0,6.0,,,LY,2014-02-11
2|66|76|11836|4,876.0,112.0,117.0,28.0,4.0,,,YL,2014-02-13
2|66|76|118361|4,754.0,0.0,-35.0,28.0,4.0,,,YL,2014-02-13
2|66|76|11916|3,913.0,29.0,-70.0,28.0,5.0,,,LY,2013-04-27
2|66|76|11936|2,1299.0,98.0,-144.0,28.0,5.0,,,YL,2012-06-29
2|66|76|11948|4,1047.0,0.0,-31.0,28.0,6.0,,,LY,2014-02-16
2|66|76|11956|4,1025.0,0.0,-31.0,28.0,6.0,,,LY,2014-02-16
2|66|76|11958|5,408.0,0.0,116.0,-125.0,2.0,,,LY,2015-08-04
2|66|76|11962|2,1595.0,0.0,-34.0,28.0,8.0,,,LY,2012-07-13
2|66|76|11982|1,1630.0,0.0,118.0,28.0,10.0,,,YL,2011-06-10
2|66|76|12012|5,407.0,0.0,118.0,-123.0,2.0,,,LY,2015-08-04
2|66|76|12090|6,,,,,0.0,,,LY,2016-05-05
2|66|76|12132|5,437.0,0.0,-36.0,28.0,2.0,,,LY,2015-08-09
2|66|76|12134|5,,,,,0.0,,,LY,2015-08-09
2|66|76|12174|5,295.0,0.0,,,1.0,,,LY,2015-08-09
2|66|76|12182|4,1007.0,0.0,-34.0,28.0,5.0,,,LY,2014-02-21
2|66|76|12192|5,455.0,214.0,,,1.0,,,LY,2015-08-04
2|66|76|12220|6,,,,,0.0,,,YL,2016-04-20
2|66|76|12242|4,1032.0,0.0,-41.0,28.0,5.0,,,LY,2014-02-23
2|66|76|12242|5,282.0,0.0,,,1.0,,,LY,2015-08-04
2|66|76|12246|4,952.0,0.0,-34.0,28.0,5.0,,,LY,2014-02-23
2|66|76|12246|5,415.0,0.0,118.0,-128.0,2.0,,,LY,2015-08-09
2|66|76|12248|5,432.0,0.0,-67.0,28.0,2.0,,,LY,2015-08-09
2|66|76|12252|4,875.0,20.0,121.0,28.0,5.0,,,YL,2014-02-23
2|66|76|12256|2,1622.0,0.0,-29.0,28.0,9.0,,,LY,2012-07-27
2|66|76|12258|4,1006.0,0.0,-31.0,28.0,6.0,,,YL,2014-02-23
2|66|76|12272|5,411.0,0.0,116.0,-126.0,2.0,,,LY,2015-08-09
2|66|76|12274|5,388.0,0.0,-38.0,28.0,2.0,,,LY,2015-08-04
2|66|76|12276|5,444.0,20.0,-55.0,28.0,2.0,,,LY,2015-08-09
2|66|76|12278|5,426.0,0.0,120.0,-127.0,2.0,,,LY,2015-08-04
2|66|76|12282|5,404.0,0.0,118.0,-128.0,2.0,,,LY,2015-08-09
2|66|76|12284|5,268.0,0.0,120.0,28.0,1.0,,,LY,2015-08-09
2|66|76|12288|5,408.0,0.0,117.0,-124.0,2.0,,,LY,2015-08-09
2|66|76|12292|5,534.0,0.0,-37.0,28.0,3.0,,,LY,2015-08-04
2|66|76|12294|5,,,,,0.0,,,LY,2015-05-16
2|66|76|122941|5,406.0,0.0,117.0,-124.0,2.0,,,LY,2015-08-09
2|66|76|12298|5,312.0,71.0,,,1.0,,,LY,2015-08-04
2|66|76|12302|1,1561.0,0.0,119.0,28.0,9.0,,,L,2011-04-14
2|66|76|12332|2,1605.0,0.0,-69.0,28.0,9.0,,,LY,2012-07-27
2|66|76|12332|4,1053.0,23.0,-57.0,28.0,6.0,,,LY,2014-02-25
2|66|76|12334|2,1399.0,0.0,117.0,28.0,8.0,,,LY,2012-07-27
2|66|76|12336|2,1577.0,0.0,-88.0,28.0,8.0,,,LY,2012-07-27
2|66|76|12338|2,1441.0,0.0,117.0,28.0,8.0,,,LY,2012-07-27
2|66|76|12346|2,1511.0,0.0,120.0,28.0,9.0,,,LY,2012-02-14
2|66|76|12360|3,1315.0,0.0,-33.0,28.0,7.0,,,YL,2013-05-22
2|66|76|12376|2,1425.0,0.0,116.0,28.0,9.0,,,YL,2012-07-30
2|66|76|12384|4,1011.0,0.0,-32.0,28.0,6.0,,,LY,2014-02-27
2|66|76|12406|5,495.0,54.0,-91.0,28.0,2.0,,,LY,2015-08-16
2|66|76|12408|5,398.0,39.0,118.0,-158.0,2.0,,,LY,2015-08-16
2|66|76|12430|6,,,,,0.0,,,LY,2016-05-09
2|66|76|12432|2,1403.0,0.0,-36.0,28.0,8.0,,,LY,2012-07-30
2|66|76|12446|4,1040.0,0.0,-47.0,28.0,6.0,,,LY,2014-02-28
2|66|76|12474|4,742.0,134.0,-177.0,28.0,3.0,,,LY,2014-02-28
2|66|76|12490|6,,,,,0.0,,,LY,2016-04-26
2|66|76|12492|6,,,,,0.0,,,LY,2016-05-09
2|66|76|12560|6,258.0,0.0,,,1.0,,,LY,2016-05-13
2|66|76|12582|5,447.0,0.0,-49.0,28.0,2.0,,,LY,2015-08-09
2|66|76|12588|2,1379.0,0.0,117.0,-125.0,8.0,,,LY,2012-08-05
2|66|76|12592|2,1482.0,22.0,120.0,28.0,9.0,,,LY,2012-08-05
2|66|76|12604|5,458.0,0.0,-56.0,28.0,2.0,,,LY,2015-08-19
2|66|76|12612|5,475.0,40.0,-70.0,0.0,2.0,,,LY,2015-08-19
2|66|76|12616|5,269.0,0.0,,,1.0,,,LY,2015-08-19
2|66|76|12624|1,1676.0,0.0,120.0,-125.0,9.0,,,LYL,2011-06-10
2|66|76|12636|5,455.0,0.0,-55.0,28.0,2.0,,,LY,2015-08-19
2|66|76|12638|1,1601.0,75.0,71.0,28.0,9.0,,,LY,2011-06-11
2|66|76|12662|3,1212.0,0.0,116.0,28.0,7.0,,,LY,2013-05-12
2|66|76|12696|5,461.0,0.0,-56.0,28.0,2.0,,,LY,2015-08-19
2|66|76|12760|3,1235.0,0.0,120.0,-126.0,7.0,,,LY,2013-05-17
2|66|76|12762|4,970.0,0.0,-29.0,28.0,5.0,,,LY,2014-03-09
2|66|76|12764|4,952.0,0.0,-32.0,28.0,5.0,,,LY,2014-03-09
2|66|76|12766|4,1029.0,0.0,-42.0,28.0,6.0,,,LY,2014-03-09
2|66|76|12792|2,1392.0,0.0,120.0,28.0,8.0,,,LY,2012-08-10
2|66|76|12792|5,313.0,36.0,,,1.0,,,YL,2015-08-23
2|66|76|12794|5,422.0,0.0,-36.0,28.0,2.0,,,YL,2015-08-19
2|66|76|12800|1,1657.0,0.0,118.0,28.0,10.0,,,LY,2011-06-11
2|66|76|12822|2,1574.0,0.0,-34.0,28.0,9.0,,,YL,2012-08-10
2|66|76|12848|5,433.0,0.0,-32.0,28.0,2.0,,,LY,2015-08-23
2|66|76|12852|4,998.0,28.0,-60.0,28.0,5.0,,,LY,2014-03-13
2|66|76|12856|4,1011.0,0.0,-32.0,28.0,6.0,,,LY,2014-03-13
2|66|76|12862|4,979.0,0.0,-33.0,28.0,5.0,,,LY,2014-04-26
2|66|76|12902|5,425.0,0.0,119.0,-125.0,2.0,,,LY,2015-08-04
2|66|76|12922|2,1192.0,0.0,-40.0,28.0,7.0,,,LY,2012-08-16
2|66|76|12954|2,1493.0,0.0,117.0,28.0,9.0,,,YL,2012-07-19
1|66|76|12961|4,,,,,0.0,,,D,2014-12-11
2|66|76|12962|2,1396.0,0.0,-34.0,28.0,8.0,,,LY,2012-07-22
2|66|76|12966|2,1475.0,0.0,116.0,28.0,9.0,,,LY,2012-08-16
2|66|76|12994|0,2060.0,0.0,-35.0,28.0,10.0,,,LY,2010-08-27
2|66|76|13000|2,1540.0,0.0,-34.0,28.0,9.0,,,LY,2012-08-16
2|66|76|13021|1,1455.0,112.0,-149.0,28.0,5.0,,,LY,2011-11-10
2|66|76|13062|5,257.0,0.0,116.0,28.0,1.0,,,LY,2015-09-03
2|66|76|13078|2,1371.0,0.0,120.0,28.0,8.0,,,LY,2012-02-07
2|66|76|13094|2,1581.0,28.0,-60.0,28.0,9.0,,,LY,2012-08-19
2|66|76|13096|2,1432.0,0.0,117.0,28.0,8.0,,,LY,2012-08-19
2|66|76|13102|5,410.0,0.0,-36.0,28.0,2.0,,,YL,2015-09-03
2|66|76|13108|5,449.0,29.0,-68.0,28.0,2.0,,,LY,2015-09-03
2|66|76|13136|5,407.0,0.0,-34.0,28.0,2.0,,,LY,2015-09-03
2|66|76|13152|5,425.0,0.0,-35.0,28.0,2.0,,,LY,2015-09-03
2|66|76|13154|5,388.0,0.0,115.0,-116.0,2.0,,,LY,2015-09-03
2|66|76|13158|5,481.0,0.0,-34.0,28.0,2.0,,,LY,2015-09-03
2|66|76|13182|4,1014.0,0.0,-33.0,28.0,5.0,,,LY,2014-03-18
2|66|76|13186|4,983.0,0.0,-32.0,28.0,6.0,,,LY,2014-03-18
2|66|76|13188|4,999.0,0.0,-72.0,28.0,5.0,,,LY,2014-03-18
2|66|76|13194|4,935.0,22.0,-60.0,28.0,5.0,,,LY,2014-03-18
2|66|76|13202|5,378.0,124.0,115.0,,1.0,,,LY,2015-09-03
2|66|76|13204|5,420.0,0.0,-34.0,28.0,2.0,,,LY,2015-09-03
2|66|76|13206|5,435.0,29.0,-60.0,28.0,2.0,,,LY,2015-09-03
2|66|76|13222|1,1528.0,0.0,118.0,28.0,9.0,,,YL,2011-06-11
2|66|76|13222|5,440.0,0.0,-40.0,28.0,2.0,,,LY,2015-09-03
2|66|76|13224|5,452.0,0.0,-35.0,28.0,2.0,,,LY,2015-09-03
2|66|76|13248|5,395.0,0.0,-28.0,0.0,2.0,,,LY,2015-10-16
2|66|76|13264|1,1584.0,0.0,119.0,28.0,9.0,,,LY,2011-06-11
2|66|76|13272|1,1624.0,0.0,120.0,28.0,9.0,,,LY,2011-11-10
2|66|76|13294|5,447.0,0.0,-39.0,28.0,2.0,,,LY,2015-09-08
2|66|76|13306|4,882.0,0.0,118.0,28.0,5.0,,,LY,2014-03-24
2|66|76|13332|4,1016.0,0.0,-35.0,28.0,5.0,,,LY,2014-03-24
2|66|76|13334|4,920.0,0.0,117.0,-122.0,5.0,,,LY,2014-03-24
2|66|76|13382|4,1036.0,0.0,-31.0,28.0,5.0,,,LY,2014-03-27
2|66|76|13384|5,415.0,0.0,-32.0,28.0,2.0,,,LY,2015-09-08
2|66|76|13386|5,462.0,0.0,-30.0,28.0,2.0,,,LY,2015-09-08
2|66|76|13388|5,436.0,25.0,-55.0,28.0,2.0,,,LY,2015-09-08
2|66|76|13395|1,1533.0,0.0,119.0,-122.0,9.0,,,LY,2011-11-10
2|66|76|13422|5,387.0,138.0,118.0,,1.0,,,YL,2015-09-10
2|66|76|13432|1,1585.0,0.0,119.0,28.0,9.0,,,LY,2011-06-11
2|66|76|13452|1,1599.0,0.0,-33.0,28.0,10.0,,,LY,2011-11-18
2|66|76|13454|4,1014.0,0.0,-37.0,28.0,5.0,,,LY,2014-03-29
2|66|76|13488|2,1463.0,0.0,-37.0,28.0,9.0,,,LY,2012-08-30
2|66|76|13492|2,1467.0,0.0,118.0,28.0,9.0,,,YL,2012-08-30
2|66|76|13526|2,1514.0,0.0,-34.0,28.0,9.0,,,LY,2012-08-31
2|66|76|13600|2,1460.0,0.0,118.0,28.0,8.0,,,LY,2012-09-02
2|66|76|13600|3,1291.0,0.0,-31.0,28.0,8.0,,,LY,2013-06-10
2|66|76|13602|3,1311.0,0.0,-29.0,28.0,8.0,,,LY,2013-06-10
2|66|76|13604|3,1320.0,0.0,-30.0,28.0,8.0,,,LY,2013-06-10
2|66|76|13638|2,1520.0,0.0,-29.0,28.0,9.0,,,LY,2012-09-05
2|66|76|13642|2,1510.0,0.0,-30.0,28.0,9.0,,,LY,2012-09-05
2|66|76|13644|2,1244.0,0.0,-33.0,28.0,8.0,,,LY,2012-09-05
2|66|76|13648|2,1530.0,0.0,-35.0,28.0,9.0,,,LY,2012-09-05
2|66|76|13690|3,1201.0,0.0,116.0,-122.0,7.0,,,LY,2013-06-13
2|66|76|13694|3,1293.0,0.0,-29.0,28.0,8.0,,,LY,2013-06-13
2|66|76|13706|2,1462.0,0.0,118.0,-126.0,9.0,,,LY,2012-09-07
2|66|76|13712|2,1502.0,0.0,-54.0,28.0,9.0,,,LY,2012-09-07
2|66|76|13724|4,926.0,0.0,-35.0,28.0,5.0,,,YL,2014-04-04
2|66|76|13728|4,999.0,0.0,-43.0,28.0,5.0,,,YL,2014-04-04
2|66|76|13748|1,1562.0,0.0,119.0,28.0,9.0,,,L,2011-05-02
2|66|76|13782|2,1382.0,0.0,117.0,28.0,8.0,,,YL,2012-09-10
2|66|76|13794|2,1558.0,0.0,-34.0,28.0,9.0,,,LY,2012-09-10
2|66|76|13812|5,411.0,0.0,-34.0,28.0,2.0,,,LY,2015-09-27
2|66|76|13814|5,267.0,0.0,118.0,28.0,1.0,,,LY,2015-09-27
2|66|76|13816|5,460.0,0.0,-89.0,28.0,2.0,,,LY,2015-09-03
2|66|76|13818|5,444.0,52.0,-84.0,28.0,2.0,,,LY,2015-09-27
2|66|76|13841|5,428.0,0.0,-36.0,28.0,2.0,,,LY,2015-09-27
2|66|76|13844|5,387.0,118.0,,,1.0,,,LY,2015-09-27
2|66|76|13846|5,455.0,21.0,-55.0,28.0,2.0,,,LY,2015-09-27
2|66|76|13872|4,663.0,0.0,-79.0,28.0,3.0,,,LY,2014-04-10
2|66|76|13874|4,968.0,0.0,-42.0,28.0,5.0,,,LY,2014-04-10
2|66|76|13894|5,,,,,0.0,,,LY,2015-09-27
2|66|76|13902|1,1514.0,0.0,119.0,28.0,9.0,,,L,2011-05-07
2|66|76|13925|1,1636.0,0.0,-39.0,28.0,9.0,,,L,2011-04-18
2|66|76|13926|1,1972.0,87.0,-123.0,28.0,9.0,,,LY,2011-06-12
2|66|76|13934|5,343.0,66.0,,,1.0,,,LY,2015-09-03
2|66|76|13940|3,1221.0,0.0,-34.0,28.0,7.0,,,YL,2013-06-21
2|66|76|13942|5,381.0,79.0,119.0,,1.0,,,LY,2015-09-08
2|66|76|13952|4,754.0,0.0,118.0,-130.0,4.0,,,LY,2014-04-06
2|66|76|13954|1,1617.0,0.0,118.0,28.0,9.0,,,L,2011-04-20
2|66|76|13954|3,1116.0,0.0,116.0,28.0,6.0,,,LY,2013-07-26
2|66|76|13956|4,990.0,0.0,-32.0,28.0,6.0,,,LY,2014-04-10
2|66|76|13956|5,638.0,0.0,-32.0,28.0,3.0,,,LY,2015-02-28
2|66|76|13958|4,893.0,0.0,118.0,-123.0,5.0,,,LY,2014-04-10
2|66|76|13972|4,983.0,0.0,-32.0,28.0,5.0,,,LY,2014-04-10
2|66|76|13974|4,976.0,0.0,-26.0,25.0,5.0,,,LY,2014-04-10
2|66|76|13976|4,922.0,89.0,-123.0,28.0,5.0,,,LY,2014-04-10
2|66|76|13978|4,967.0,0.0,-37.0,28.0,5.0,,,LY,2014-04-10
2|66|76|13986|1,1351.0,0.0,118.0,28.0,8.0,,,LY,2011-11-10
2|66|76|13994|1,1540.0,25.0,119.0,28.0,9.0,,,L,2011-05-09
2|66|76|14022|5,456.0,0.0,-35.0,28.0,2.0,,,YL,2015-09-27
2|66|76|14042|1,1562.0,0.0,117.0,28.0,9.0,,,L,2011-05-09
2|66|76|14074|5,482.0,0.0,-34.0,28.0,2.0,,,YL,2015-09-29
2|66|76|14076|2,1463.0,0.0,119.0,-126.0,9.0,,,LY,2012-09-17
2|66|76|14082|5,260.0,0.0,119.0,28.0,1.0,,,LY,2015-09-29
2|66|76|14086|5,385.0,125.0,,,1.0,,,LY,2015-09-29
2|66|76|14088|5,318.0,26.0,,,1.0,,,LY,2015-09-03
2|66|76|14094|2,1501.0,0.0,-40.0,28.0,9.0,,,YL,2012-09-14
2|66|76|14104|1,1674.0,0.0,120.0,28.0,10.0,,,LY,2011-11-10
2|66|76|14158|4,989.0,0.0,-34.0,28.0,5.0,,,LY,2014-04-26
2|66|76|14202|2,1594.0,25.0,-57.0,28.0,9.0,,,LY,2012-08-27
2|66|76|14230|3,1182.0,0.0,118.0,-157.0,6.0,,,LY,2013-06-29
2|66|76|14234|5,259.0,0.0,,,1.0,,,LY,2015-10-16
2|66|76|14238|5,440.0,60.0,-89.0,28.0,2.0,,,LY,2015-10-27
2|66|76|14242|1,1584.0,0.0,118.0,28.0,9.0,,,L,2011-05-13
2|66|76|14246|5,369.0,126.0,,,1.0,,,LY,2015-10-16
2|66|76|14252|1,1338.0,19.0,118.0,28.0,8.0,,,LY,2011-11-11
2|66|76|14252|5,461.0,0.0,-36.0,28.0,2.0,,,LY,2015-10-16
2|66|76|14258|5,416.0,0.0,-38.0,28.0,2.0,,,LY,2015-10-16
2|66|76|14262|5,423.0,0.0,-46.0,28.0,2.0,,,LY,2015-10-16
2|66|76|14272|5,395.0,0.0,-34.0,28.0,2.0,,,LY,2015-10-16
2|66|76|14276|5,367.0,91.0,,,1.0,,,LY,2015-10-16
2|66|76|14278|5,,,,,0.0,,,LY,2015-10-16
2|66|76|14298|4,394.0,0.0,-37.0,28.0,2.0,,,LY,2014-09-04
2|66|76|14306|2,1466.0,0.0,122.0,-130.0,8.0,,,LY,2012-09-24
2|66|76|14342|2,1497.0,0.0,-35.0,28.0,9.0,,,YL,2012-09-24
2|66|76|14344|2,1463.0,0.0,119.0,-128.0,9.0,,,LY,2012-09-24
2|66|76|14346|2,1496.0,0.0,-47.0,28.0,9.0,,,LY,2012-10-27
2|66|76|14356|2,1127.0,55.0,-105.0,28.0,6.0,,,LY,2012-09-24
2|66|76|14358|2,1452.0,0.0,117.0,-122.0,9.0,,,LY,2012-09-24
2|66|76|14362|2,1568.0,1.0,-33.0,28.0,8.0,,,LY,2012-09-24
2|66|76|14364|2,1533.0,0.0,-45.0,28.0,9.0,,,LY,2012-09-24
2|66|76|14364|3,703.0,0.0,117.0,-123.0,4.0,,,LY,2013-09-16
2|66|76|14376|2,1558.0,0.0,-33.0,28.0,9.0,,,YL,2012-09-19
2|66|76|14384|2,1497.0,0.0,-34.0,28.0,9.0,,,YL,2012-09-24
2|66|76|14414|1,1704.0,0.0,-58.0,28.0,9.0,,,L,2011-05-18
2|66|76|14422|2,1465.0,0.0,120.0,-154.0,8.0,,,LY,2012-09-25
2|66|76|14422|5,418.0,131.0,118.0,,1.0,,,LY,2015-08-04
2|66|76|14430|1,1372.0,0.0,116.0,28.0,6.0,,,LY,2011-11-11
2|66|76|14458|4,939.0,26.0,-58.0,28.0,5.0,,,LY,2014-04-10
2|66|76|14504|1,1543.0,0.0,118.0,28.0,9.0,,,L,2011-05-20
2|66|76|14504|2,1118.0,0.0,117.0,28.0,6.0,,,LY,2012-09-27
2|66|76|14524|4,919.0,0.0,-32.0,28.0,5.0,,,LY,2014-05-23
2|66|76|14526|4,862.0,0.0,121.0,-129.0,5.0,,,LY,2014-05-23
2|66|76|14528|4,644.0,0.0,126.0,0.0,2.0,,,LY,2014-05-23
2|66|76|14536|1,1649.0,53.0,119.0,28.0,9.0,,,L,2011-05-20
2|66|76|14542|3,1152.0,85.0,118.0,28.0,6.0,,,LY,2013-07-09
2|66|76|14548|1,1872.0,0.0,-50.0,28.0,10.0,,,LYL,2011-11-11
2|66|76|14552|2,1378.0,0.0,-59.0,28.0,8.0,,,YL,2012-09-10
2|66|76|14552|5,350.0,27.0,119.0,,1.0,,,LY,2015-10-12
2|66|76|14554|5,372.0,112.0,,,1.0,,,LY,2015-10-12
2|66|76|14558|5,429.0,0.0,-31.0,28.0,2.0,,,LY,2015-10-12
2|66|76|14568|5,426.0,0.0,-32.0,28.0,2.0,,,LY,2015-10-12
2|66|76|14610|5,388.0,0.0,-32.0,28.0,2.0,,,LY,2015-10-23
2|66|76|14612|5,422.0,0.0,-33.0,28.0,2.0,,,LY,2015-10-23
2|66|76|14614|5,251.0,0.0,126.0,0.0,1.0,,,LY,2015-10-23
2|66|76|14618|5,255.0,0.0,116.0,28.0,1.0,,,LY,2015-10-23
2|66|76|14620|5,382.0,96.0,,,1.0,19596,1055,LY,2015-10-02
2|66|76|14636|5,396.0,0.0,-36.0,28.0,2.0,,,LY,2015-10-16
2|66|76|14652|4,938.0,23.0,-58.0,28.0,5.0,,,YL,2014-05-01
2|66|76|14654|4,991.0,0.0,-35.0,28.0,6.0,,,YL,2014-05-01
2|66|76|146541|1,1508.0,0.0,117.0,28.0,9.0,,,LY,2011-11-11
2|66|76|14656|4,872.0,0.0,119.0,-131.0,4.0,,,YL,2014-05-01
2|66|76|14660|2,1314.0,0.0,119.0,28.0,8.0,,,LY,2012-09-29
2|66|76|14662|5,391.0,86.0,,,1.0,,,LY,2015-10-23
2|66|76|14664|2,1571.0,0.0,-33.0,28.0,10.0,,,LY,2012-09-29
2|66|76|14664|5,411.0,0.0,-35.0,28.0,2.0,,,LY,2015-10-23
2|66|76|14665|1,1521.0,47.0,-79.0,28.0,9.0,,,LY,2011-11-11
2|66|76|14692|2,1371.0,0.0,117.0,28.0,8.0,,,LY,2012-09-29
1|66|76|14693|5,,,,,0.0,,,D,2015-11-23
2|66|76|14712|2,1485.0,0.0,-30.0,28.0,8.0,,,LY,2012-09-29
2|66|76|14712|5,398.0,0.0,-33.0,28.0,2.0,,,LY,2015-10-23
2|66|76|14714|2,1398.0,0.0,118.0,28.0,8.0,,,LY,2012-09-29
2|66|76|14714|5,419.0,0.0,-31.0,28.0,2.0,,,LY,2015-10-23
2|66|76|14724|5,401.0,0.0,-32.0,28.0,2.0,,,LY,2015-10-23
